violator,contract_id,citation_no,case_no,date_issues,final_order_date,section_of_act,date_terminated,citation,s_and_s,standard,standard_url,proposed_penalty,citation_status,current_penalty,amount_paid
R D Blankenship Dirt Work LLC, ,9404249  , ,5/31/2018,104(a),5/31/2018,C,N,56.14107(a),Not Assessed Yet, , , , , 
R D Blankenship Dirt Work LLC, ,9355709  ,000454293,10/25/2017,1/12/2018 ,104(a),10/25/2017,C,N,56.12030, ,116.00,Closed,116.00 ,116.00 
R D Blankenship Dirt Work LLC, ,8972659  ,000445513,7/5/2017,9/24/2017 ,104(a),7/5/2017,C,Y,56.4101, ,116.00,Closed,116.00 ,116.00 
R D Blankenship Dirt Work LLC, ,8863413  ,000386463,5/19/2015,8/13/2015 ,104(a),5/20/2015,C,N,56.4104(a), ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8863414  ,000386463,5/19/2015,8/13/2015 ,104(a),5/19/2015,C,N,56.12004, ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8775659  ,000376371,2/3/2015,4/15/2015 ,104(a),2/4/2015,C,Y,56.14107(a), ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8775655  ,000376371,2/3/2015,4/15/2015 ,104(a),2/3/2015,C,N,56.14132(a), ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8775657  ,000376371,2/3/2015,4/15/2015 ,104(a),2/3/2015,C,Y,56.11001, ,108.00,Closed,108.00 ,108.00 
R D Blankenship Dirt Work LLC, ,8775656  ,000376371,2/3/2015,4/15/2015 ,104(a),2/3/2015,C,Y,56.14100(c), ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8775658  ,000376371,2/3/2015,4/15/2015 ,104(a),2/3/2015,C,Y,56.14112(a)(1), ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8774787  ,000361289,7/31/2014,10/15/2014 ,104(a),7/31/2014,C,N,56.12004, ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8768449  ,000350605,3/11/2014,6/14/2014 ,104(a),3/11/2014,C,N,56.12018, ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8768450  ,000350605,3/11/2014,6/14/2014 ,104(a),3/13/2014,C,N,56.14107(a), ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8688890  ,000324075,4/29/2013,7/13/2013 ,104(a),5/8/2013,C,N,56.12002, ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8688892  ,000324075,4/29/2013,7/13/2013 ,104(a),4/30/2013,C,N,56.12004, ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8688889  ,000324075,4/29/2013,7/13/2013 ,104(a),4/30/2013,C,Y,56.14109, ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8688887  ,000324075,4/29/2013,7/13/2013 ,104(a),4/30/2013,C,N,56.12002, ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8688891  ,000324075,4/29/2013,7/13/2013 ,104(a),4/30/2013,C,Y,56.12002, ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8688886  ,000324075,4/29/2013,7/13/2013 ,104(a),5/8/2013,C,N,56.12004, ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8688888  ,000324075,4/29/2013,7/13/2013 ,104(a),4/30/2013,C,N,56.20003(a), ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8685443  ,000315892,1/29/2013,4/14/2013 ,104(a),1/29/2013,C,N,56.12004, ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8685442  ,000315892,1/29/2013,4/14/2013 ,104(a),1/29/2013,C,N,56.14132(a), ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8616681  ,000260355,5/10/2011,8/12/2011 ,104(a),5/11/2011,C,N,56.12034, ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8616683  ,000260355,5/10/2011,8/12/2011 ,104(a),5/11/2011,C,Y,56.14107(a), ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8616682  ,000260355,5/10/2011,8/12/2011 ,104(a),5/10/2011,C,N,56.20003(a), ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8616684  ,000260355,5/10/2011,8/12/2011 ,104(a),5/11/2011,C,Y,56.14107(a), ,100.00,Closed,100.00 ,100.00 
