violator,contract_id,citation_no,case_no,date_issues,final_order_date,section_of_act,date_terminated,citation,s_and_s,standard,standard_url,proposed_penalty,citation_status,current_penalty,amount_paid
Krueger Brothers Gravel & Dirt, ,8750964  ,000361866,8/12/2014,10/22/2014 ,104(a),9/2/2014,C,N,56.18010,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18010.pdf,100.00,Closed,100.00 ,100.00 
Krueger Brothers Gravel & Dirt, ,6426439  ,000260865,6/7/2011,8/18/2011 ,104(a),6/8/2011,C,N,56.4201(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18010.pdf,100.00,Closed,100.00 ,100.00 
Krueger Brothers Gravel & Dirt, ,6426438  ,000260865,6/7/2011,8/18/2011 ,104(a),6/8/2011,C,N,56.4101,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18010.pdf,100.00,Closed,100.00 ,100.00 
Krueger Brothers Gravel & Dirt, ,6588189  ,000260865,6/2/2011,8/18/2011 ,104(a),6/2/2011,C,N,56.14200,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18010.pdf,100.00,Closed,100.00 ,100.00 
Krueger Brothers Gravel & Dirt, ,6588210  ,000238554,10/6/2010,12/26/2010 ,104(a),10/6/2010,C,N,50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18010.pdf,100.00,Closed,100.00 ,100.00 
Krueger Brothers Gravel & Dirt, ,6328074  ,000188398,5/8/2009,7/23/2009 ,104(a),5/8/2009,C,N,56.11003,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18010.pdf,100.00,Closed,100.00 ,100.00 
Krueger Brothers Gravel & Dirt, ,7916120  ,390143205501,10/27/1998,1/26/1999 ,104(a),10/27/1998,C,N,56.15001,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18010.pdf,55.00,Closed,55.00 ,55.00 
Krueger Brothers Gravel & Dirt, ,7916121  ,390143205501,10/27/1998,1/26/1999 ,104(a),10/27/1998,C,N,56.18002,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18010.pdf,55.00,Closed,55.00 ,55.00 
Krueger Brothers Gravel & Dirt, ,7916116  ,390143205501,10/27/1998,1/26/1999 ,104(a),10/27/1998,C,N,50.30,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18010.pdf,55.00,Closed,55.00 ,55.00 
Krueger Brothers Gravel & Dirt, ,7916122  ,390143205501,10/27/1998,1/26/1999 ,104(a),10/27/1998,C,N,56.20008,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18010.pdf,55.00,Closed,55.00 ,55.00 
Krueger Brothers Gravel & Dirt, ,7916125  ,390143205501,10/27/1998,1/26/1999 ,104(a),10/27/1998,C,N,56.4200,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18010.pdf,55.00,Closed,55.00 ,55.00 
Krueger Brothers Gravel & Dirt, ,7916117  ,390143205501,10/27/1998,1/26/1999 ,104(a),10/27/1998,C,N,56.1000,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18010.pdf,55.00,Closed,55.00 ,55.00 
Krueger Brothers Gravel & Dirt, ,7916123  ,390143205501,10/27/1998,1/26/1999 ,104(a),10/27/1998,C,N,56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18010.pdf,55.00,Closed,55.00 ,55.00 
Krueger Brothers Gravel & Dirt, ,7916124  ,390143205501,10/27/1998,1/26/1999 ,104(a),10/27/1998,C,N,56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18010.pdf,55.00,Closed,55.00 ,55.00 
Krueger Brothers Gravel & Dirt, ,7916118  ,390143205501,10/27/1998,1/26/1999 ,104(a),10/27/1998,C,N,56.12028,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18010.pdf,55.00,Closed,55.00 ,55.00 
Krueger Brothers Gravel & Dirt, ,7916126  ,390143205501,10/27/1998,1/26/1999 ,104(a),10/27/1998,C,N,56.14100(d),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18010.pdf,55.00,Closed,55.00 ,55.00 
Krueger Brothers Gravel & Dirt, ,7916119  ,390143205502,10/27/1998,4/6/1999 ,104(a),1/21/1999,C,N,56.18010,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18010.pdf,55.00,Closed,55.00 ,55.00 
Krueger Brothers Gravel & Dirt, ,7916115  ,390143205501,10/27/1998,1/26/1999 ,104(a),10/27/1998,C,N,41.20,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18010.pdf,55.00,Closed,55.00 ,55.00 
