violator,contract_id,citation_no,case_no,date_issues,final_order_date,section_of_act,date_terminated,citation,s_and_s,standard,standard_url,proposed_penalty,citation_status,current_penalty,amount_paid
Vogt Dirt Service, ,8947442  ,000456512,11/14/2017,2/23/2018 ,104(a),11/15/2017,C,N,56.1000,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,118.00,Closed,118.00 ,118.00 
Vogt Dirt Service, ,8889828  ,000414930,5/31/2016,9/9/2016 ,104(a),5/31/2016,C,N,50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,8889826  ,000414930,5/31/2016,9/9/2016 ,104(a),6/1/2016,C,N,56.4201(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,8889823  ,000414930,5/31/2016,9/9/2016 ,104(a),5/31/2016,C,Y,56.14206(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,263.00,Closed,263.00 ,263.00 
Vogt Dirt Service, ,8889825  ,000417217,5/31/2016,10/14/2016 ,104(a),5/31/2016,C,Y,56.14101(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,300.00,Closed,300.00 ,300.00 
Vogt Dirt Service, ,8889827  ,000414930,5/31/2016,9/9/2016 ,104(a),5/31/2016,C,N,50.30(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,8889824  ,000414930,5/31/2016,9/9/2016 ,104(a),5/31/2016,C,N,56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,8848696  ,000388869,6/29/2015,9/16/2015 ,104(a),7/16/2015,C,N,56.11002,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,8848699  ,000394130,6/29/2015,11/13/2015 ,104(a),7/16/2015,C,N,56.14101(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,8848698  ,000388869,6/29/2015,9/16/2015 ,104(a),6/30/2015,C,Y,56.9300(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,108.00,Closed,108.00 ,108.00 
Vogt Dirt Service, ,8848697  ,000388869,6/29/2015,9/16/2015 ,104(a),7/16/2015,C,N,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,8848700  ,000388869,6/29/2015,9/16/2015 ,104(a),7/16/2015,C,Y,56.14103(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,243.00,Closed,243.00 ,243.00 
Vogt Dirt Service, ,8665861  ,000303208,9/5/2012,11/16/2012 ,104(a),10/2/2012,C,N,56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,108.00,Closed,108.00 ,108.00 
Vogt Dirt Service, ,8665859  ,000303208,9/5/2012,11/16/2012 ,104(a),9/6/2012,C,N,56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,162.00,Closed,162.00 ,162.00 
Vogt Dirt Service, ,8665856  ,000303208,9/5/2012,11/16/2012 ,104(a),9/5/2012,C,N,56.1000,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,8665858  ,000303208,9/5/2012,11/16/2012 ,104(a),9/6/2012,C,N,56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,162.00,Closed,162.00 ,162.00 
Vogt Dirt Service, ,8665860  ,000303208,9/5/2012,11/16/2012 ,104(a),9/6/2012,C,Y,56.20003(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,540.00,Closed,540.00 ,540.00 
Vogt Dirt Service, ,8665857  ,000303208,9/5/2012,11/16/2012 ,104(a),9/5/2012,C,N,56.18002(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6560850  ,000266401,7/12/2011,10/20/2011 ,104(a),7/13/2011,C,Y,56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6560852  ,000266401,7/12/2011,10/20/2011 ,104(a),7/18/2011,C,N,56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6560843  ,000266401,7/12/2011,10/20/2011 ,104(a),7/13/2011,C,Y,56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,108.00,Closed,108.00 ,108.00 
Vogt Dirt Service, ,6560851  ,000266401,7/12/2011,10/20/2011 ,104(a),7/18/2011,C,N,56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6560853  ,000266401,7/12/2011,10/20/2011 ,104(a),7/13/2011,C,N,56.4101,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6560855  ,000266401,7/12/2011,10/20/2011 ,104(a),7/18/2011,C,N,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6560848  ,000266401,7/12/2011,10/20/2011 ,104(a),7/13/2011,C,N,56.12002,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6560854  ,000266401,7/12/2011,10/20/2011 ,104(a),7/13/2011,C,N,56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6560846  ,000266401,7/12/2011,10/20/2011 ,104(a),7/18/2011,C,N,56.20011,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6560847  ,000266401,7/12/2011,10/20/2011 ,104(a),7/18/2011,C,N,56.16006,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6560844  ,000266401,7/12/2011,10/20/2011 ,104(a),7/18/2011,C,N,56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6560856  ,000266401,7/12/2011,10/20/2011 ,104(a),7/13/2011,C,Y,56.18002(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,362.00,Closed,362.00 ,362.00 
Vogt Dirt Service, ,6560849  ,000266401,7/12/2011,10/20/2011 ,104(a),7/13/2011,C,N,56.12002,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6560842  ,000266401,7/12/2011,10/20/2011 ,104(a),7/18/2011,C,N,56.14108,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6560845  ,000266401,7/12/2011,10/20/2011 ,104(a),7/18/2011,C,N,56.11003,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
